X;Filing Date;Trade Date;Ticker;Company Name;Insider Name;Title;Trade Type;Price;Qty;Owned;ΔOwn;Value;1d;1w;1m;6m
;19.11.2024 18:30;18.11.2024;AAPL;Apple Inc.;Kondo Chris;Principal Accounting Officer;S - Sale;$228.87;-4,13;15,419;-21%;-$945,233;;;;
M;19.11.2024 18:31;15.11.2024;AAPL;Apple Inc.;Levinson Arthur D;Dir;S - Sale;$227.32;-200;4,215,576;-5%;-$45,464,500;;;;
;18.12.2024 18:30;16.12.2024;AAPL;Apple Inc.;Williams Jeffrey E;COO;S - Sale;$249.97;-100;389,944;-20%;-$24,997,395;;;;
D;04.02.2025 18:33;03.02.2025;AAPL;Apple Inc.;Levinson Arthur D;Dir;S - Sale+OE;$226.35;-1,516;4,215,576;0%;-$343,147;;;;
D;03.04.2025 18:31;02.04.2025;AAPL;Apple Inc.;Adams Katherine L.;SVP, GC, Secretary;S - Sale+OE;$223.67;-38,822;179,158;-18%;-$8,683,252;;;;
D;03.04.2025 18:32;02.04.2025;AAPL;Apple Inc.;Cook Timothy D;CEO;S - Sale+OE;$223.65;-108,136;3,280,295;-3%;-$24,184,659;;;;
D;03.04.2025 18:33;02.04.2025;AAPL;Apple Inc.;Williams Jeffrey E;COO;S - Sale+OE;$224.01;-35,493;390,059;-8%;-$7,950,691;;;;
;25.04.2025 18:30;23.04.2025;AAPL;Apple Inc.;Parekh Kevan;SVP, CFO;S - Sale;$206.00;-4,57;4,569;-50%;-$941,420;;;;
;14.05.2025 18:30;12.05.2025;AAPL;Apple Inc.;Kondo Chris;Principal Accounting Officer;S - Sale;$208.19;-4,486;15,533;-22%;-$933,955;;;;
;10.12.2024 16:01;06.12.2024;ADBE;Adobe Inc.;Banse Amy;Dir;S - Sale;$550.00;-606;32,984;-2%;-$333,300;;;;
DM;28.01.2025 16:58;24.01.2025;ADBE;Adobe Inc.;Belsky Scott;Chief Strategy Officer, EVP;S - Sale+OE;$431.61;-4,741;18,334;-21%;-$2,046,259;;;;
D;28.01.2025 16:58;28.01.2025;ADBE;Adobe Inc.;Forusz Jillian;SVP, CAO;S - Sale+OE;$435.83;-334;2,685;-11%;-$145,567;;;;
;30.01.2025 19:45;28.01.2025;ADBE;Adobe Inc.;Ricks David A;Dir;P - Purchase;$443.98;2,25;8,897;34%;+$998,946;;;;
;21.03.2025 16:34;20.03.2025;ADBE;Adobe Inc.;Durn Daniel;EVP, CFO;P - Purchase;$390.58;1,3;29,876;5%;+$507,758;;;;
;06.05.2025 16:14;02.05.2025;ADBE;Adobe Inc.;Forusz Jillian;SVP, CAO;S - Sale;$380.58;-462;2,834;-14%;-$175,828;;;;
;04.11.2024 16:49;01.11.2024;ADI;Analog Devices Inc;Bryant Gregory M;EVP, Pres Global Bus. Units;S - Sale;$223.87;-20;59,093;-25%;-$4,477,400;;;;
D;05.11.2024 17:00;01.11.2024;ADI;Analog Devices Inc;Roche Vincent;Chair, CEO;S - Sale+OE;$223.87;-10;100,326;-9%;-$2,238,700;;;;
D;12.12.2024 17:27;11.12.2024;ADI;Analog Devices Inc;Roche Vincent;Chair, CEO;S - Sale+OE;$215.83;-10;100,326;-9%;-$2,158,300;;;;
D;03.01.2025 17:09;02.01.2025;ADI;Analog Devices Inc;Roche Vincent;Chair, CEO;S - Sale+OE;$215.49;-10;100,326;-9%;-$2,154,900;;;;
D;27.02.2025 16:22;26.02.2025;ADI;Analog Devices Inc;Roche Vincent;Chair, CEO;S - Sale+OE;$234.82;-10;100,326;-9%;-$2,348,200;;;;
;06.03.2025 16:28;05.03.2025;ADI;Analog Devices Inc;Johnson Mercedes;Dir;S - Sale;$227.12;-6;1,836;-77%;-$1,362,720;;;;
D;06.03.2025 16:26;05.03.2025;ADI;Analog Devices Inc;Stata Ray;Dir;S - Sale+OE;$224.52;-2,093;839,302;0%;-$469,920;;;;
;12.03.2025 16:29;11.03.2025;ADI;Analog Devices Inc;Roche Vincent;Chair, CEO;S - Sale;$210.44;-10;153,261;-6%;-$2,104,428;;;;
;13.03.2025 16:12;12.03.2025;ADI;Analog Devices Inc;Roche Vincent;Chair, CEO;S - Sale;$209.12;-10;143,261;-7%;-$2,091,237;;;;
;20.03.2025 16:44;19.03.2025;ADI;Analog Devices Inc;Puccio Richard C Jr;EVP, CFO;S - Sale;$209.19;-4;49,916;-7%;-$836,760;;;;
D;05.03.2025 16:29;03.03.2025;ADI;Analog Devices Inc;Roche Vincent;Chair, CEO;S - Sale+OE;$232.62;-10;100,326;-9%;-$2,326,200;;;;
;26.03.2025 16:32;24.03.2025;ADI;Analog Devices Inc;Jain Vivek;EVP, Global Operations;S - Sale;$210.00;-12,684;43,175;-23%;-$2,663,640;;;;
D;02.04.2025 16:26;01.04.2025;ADI;Analog Devices Inc;Roche Vincent;Chair, CEO;S - Sale+OE;$200.26;-10;186,255;-5%;-$2,002,600;;;;
M;17.04.2025 18:45;15.04.2025;ADI;Analog Devices Inc;Stata Ray;Dir;S - Sale;$177.49;-6,25;835,417;-1%;-$1,109,327;;;;
D;02.05.2025 16:18;01.05.2025;ADI;Analog Devices Inc;Roche Vincent;Chair, CEO;S - Sale+OE;$196.84;-10;221,339;-4%;-$1,968,400;;;;
M;08.05.2025 16:25;06.05.2025;ADI;Analog Devices Inc;Stata Ray;Dir;S - Sale;$196.86;-6,25;829,167;-1%;-$1,230,365;;;;
D;08.11.2024 16:15;06.11.2024;ADP;Automatic Data Processing Inc;Kutam Sreenivasa;Corp VP;S - Sale+OE;$300.00;-38,975;32,604;-54%;-$11,692,500;;;;
;03.01.2025 17:15;02.01.2025;ADP;Automatic Data Processing Inc;Michaud Brian L.;Corp VP;S - Sale;$293.83;-362;13,706;-3%;-$106,366;;;;
D;06.01.2025 17:00;02.01.2025;ADP;Automatic Data Processing Inc;Kwon David;Corp VP;S - Sale+OE;$293.83;-1,946;9,369;-17%;-$571,793;;;;
D;06.01.2025 17:00;02.01.2025;ADP;Automatic Data Processing Inc;McGuire Don;Corp VP;S - Sale+OE;$293.83;-8,664;22,129;-28%;-$2,545,743;;;;
D;06.01.2025 17:00;02.01.2025;ADP;Automatic Data Processing Inc;Lehberger Jonathan S;Corp. VP;S - Sale+OE;$293.83;-2,479;5,387;-32%;-$728,405;;;;
;06.01.2025 16:59;03.01.2025;ADP;Automatic Data Processing Inc;Black Maria;Pres, CEO;S - Sale;$291.59;-721;68,856;-1%;-$210,233;;;;
D;06.01.2025 17:00;03.01.2025;ADP;Automatic Data Processing Inc;Ayala John;Corp. VP;S - Sale+OE;$290.73;-10,72;17,971;-37%;-$3,116,626;;;;
D;06.01.2025 17:00;02.01.2025;ADP;Automatic Data Processing Inc;Desilva Joseph;Corp VP;S - Sale+OE;$293.83;-6,516;18,051;-27%;-$1,914,596;;;;
D;07.01.2025 16:23;06.01.2025;ADP;Automatic Data Processing Inc;Foskett David;Corp. VP;S - Sale+OE;$289.29;-1,004;5,958;-14%;-$290,443;;;;
DM;07.01.2025 16:23;03.01.2025;ADP;Automatic Data Processing Inc;Kwon David;Corp VP;S - Sale+OE;$290.37;-1,316;9,02;-13%;-$382,127;;;;
D;08.01.2025 17:01;06.01.2025;ADP;Automatic Data Processing Inc;Magliulo Virginia;Corp VP;S - Sale+OE;$289.15;-2,065;11,017;-16%;-$597,095;;;;
D;14.01.2025 16:07;13.01.2025;ADP;Automatic Data Processing Inc;Foskett David;Corp. VP;S - Sale+OE;$286.15;-1,067;6,14;-15%;-$305,322;;;;
D;15.01.2025 17:06;13.01.2025;ADP;Automatic Data Processing Inc;Magliulo Virginia;Corp VP;S - Sale+OE;$285.50;-3,578;9,141;-28%;-$1,021,519;;;;
;04.02.2025 16:34;03.02.2025;ADP;Automatic Data Processing Inc;Lehberger Jonathan S;Corp. VP;S - Sale;$303.30;-2,324;3,063;-43%;-$704,869;;;;
D;04.02.2025 16:33;03.02.2025;ADP;Automatic Data Processing Inc;Bonarti Michael A;Corporate VP;S - Sale+OE;$303.30;-30,131;80,272;-27%;-$9,138,732;;;;
D;12.02.2025 16:10;10.02.2025;ADP;Automatic Data Processing Inc;D'Ambrosio Christopher;Corp. VP;S - Sale+OE;$308.24;-471;7,118;-6%;-$145,181;;;;
D;12.03.2025 16:02;10.03.2025;ADP;Automatic Data Processing Inc;D'Ambrosio Christopher;Corp. VP;S - Sale+OE;$306.20;-473;7,244;-6%;-$144,833;;;;
;02.04.2025 16:06;01.04.2025;ADP;Automatic Data Processing Inc;Michaud Brian L.;Corp VP;S - Sale;$305.38;-1,5;12,073;-11%;-$458,070;;;;
D;14.04.2025 16:04;10.04.2025;ADP;Automatic Data Processing Inc;D'Ambrosio Christopher;Corp. VP;S - Sale+OE;$293.14;-478;7,364;-6%;-$140,121;;;;
D;14.05.2025 16:02;12.05.2025;ADP;Automatic Data Processing Inc;D'Ambrosio Christopher;Corp. VP;S - Sale+OE;$311.82;-472;7,491;-6%;-$147,179;;;;
;25.02.2025 18:03;24.02.2025;AMAT;Applied Materials Inc /de;Sanders Adam;Corp. Controller, CAO;S - Sale;$172.73;-271;6,479;-4%;-$46,808;;;;
;03.04.2025 18:14;01.04.2025;AMAT;Applied Materials Inc /De;Sanders Adam;Corp. Controller, CAO;S - Sale;$144.83;-450;5,862;-7%;-$65,174;;;;
;07.04.2025 18:09;03.04.2025;AMAT;Applied Materials Inc /De;Dickerson Gary E;Pres, CEO;P - Purchase;$137.30;50;1,716,058;3%;+$6,865,082;;;;
;05.11.2024 16:31;01.11.2024;AMZN;Amazon Com Inc;Bezos Jeffrey P;Exec Chair, 10%;S - Sale;$200.07;-1,068,452;926,406,062;0%;-$213,760,597;;;;
;05.11.2024 16:39;01.11.2024;AMZN;Amazon Com Inc;Herrington Douglas J;CEO Worldwide Amazon Stores;S - Sale;$198.96;-3,5;517,242;-1%;-$696,360;;;;
;05.11.2024 16:44;01.11.2024;AMZN;Amazon Com Inc;Rubinstein Jonathan;Dir;S - Sale;$199.85;-5,004;99,396;-5%;-$1,000,049;;;;
;06.11.2024 16:51;04.11.2024;AMZN;Amazon Com Inc;Alexander Keith Brian;Dir;S - Sale;$196.37;-900;3,86;-19%;-$176,733;;;;
M;08.11.2024 16:47;06.11.2024;AMZN;Amazon Com Inc;Bezos Jeffrey P;Exec Chair, 10%;S - Sale;$205.48;-5,992,724;920,413,338;-1%;-$1,231,381,630;;;;
M;12.11.2024 16:24;08.11.2024;AMZN;Amazon Com Inc;Bezos Jeffrey P;Exec Chair, 10%;S - Sale;$207.80;-5,992,724;914,420,614;-1%;-$1,245,279,944;;;;
;12.11.2024 16:30;07.11.2024;AMZN;Amazon Com Inc;Rubinstein Jonathan;Dir;S - Sale;$209.85;-4,766;94,63;-5%;-$1,000,145;;;;
M;14.11.2024 16:27;12.11.2024;AMZN;Amazon Com Inc;Bezos Jeffrey P;Exec Chair;S - Sale;$207.99;-3,300,720;911,119,894;0%;-$686,521,413;;;;
D;19.11.2024 18:51;19.11.2024;AMZN;Amazon Com Inc;Huttenlocher Daniel P;Dir;S - Sale+OE;$199.06;-1,237;24,912;-5%;-$246,237;;;;
D;19.11.2024 19:21;15.11.2024;AMZN;Amazon Com Inc;Herrington Douglas J;CEO Worldwide Amazon Stores;S - Sale+OE;$205.81;-5,502;525,493;-1%;-$1,132,355;;;;
;25.11.2024 16:09;21.11.2024;AMZN;Amazon Com Inc;Garman Matthew S;CEO Amazon Web Services;S - Sale;$200.19;-15,26;350,149;-4%;-$3,054,828;;;;
D;25.11.2024 16:18;21.11.2024;AMZN;Amazon Com Inc;Reynolds Shelley;VP;S - Sale+OE;$200.24;-3,791;125,798;-3%;-$759,090;;;;
D;25.11.2024 16:26;21.11.2024;AMZN;Amazon Com Inc;Zapolsky David;SVP;S - Sale+OE;$200.23;-11,68;60,39;-16%;-$2,338,661;;;;
D;25.11.2024 16:32;21.11.2024;AMZN;Amazon Com Inc;Olsavsky Brian T;SVP, CFO;S - Sale+OE;$202.88;-14,6;50,562;-22%;-$2,962,048;;;;
D;25.11.2024 16:39;21.11.2024;AMZN;Amazon Com Inc;Herrington Douglas J;CEO Worldwide Amazon Stores;S - Sale+OE;$200.20;-6,104;534,649;-1%;-$1,221,989;;;;
D;25.11.2024 16:48;21.11.2024;AMZN;Amazon Com Inc;Jassy Andrew R;Pres, CEO;S - Sale+OE;$200.17;-20,784;2,163,110;-1%;-$4,160,373;;;;
;04.12.2024 17:41;02.12.2024;AMZN;Amazon Com Inc;Herrington Douglas J;CEO Worldwide Amazon Stores;S - Sale;$210.00;-3,5;531,149;-1%;-$735,000;;;;
;06.12.2024 16:53;04.12.2024;AMZN;Amazon Com Inc;Rubinstein Jonathan;Dir;S - Sale;$219.85;-4,549;92,554;-5%;-$1,000,098;;;;
;11.12.2024 17:10;09.12.2024;AMZN;Amazon Com Inc;Rubinstein Jonathan;Dir;S - Sale;$229.85;-4,351;88,203;-5%;-$1,000,077;;;;
;14.02.2025 16:33;12.02.2025;AMZN;Amazon Com Inc;Herrington Douglas J;CEO Worldwide Amazon Stores;S - Sale;$230.27;-27,5;503,65;-5%;-$6,332,368;;;;
D;19.02.2025 16:46;18.02.2025;AMZN;Amazon Com Inc;Herrington Douglas J;CEO Worldwide Amazon Stores;S - Sale+OE;$228.44;-5,501;511,901;-1%;-$1,256,672;;;;
;25.02.2025 17:33;21.02.2025;AMZN;Amazon Com Inc;Garman Matthew S;CEO Amazon Web Services;S - Sale;$220.69;-15,24;334,909;-4%;-$3,363,292;;;;
D;25.02.2025 17:41;21.02.2025;AMZN;Amazon Com Inc;Reynolds Shelley;VP;S - Sale+OE;$222.47;-8,833;122,436;-7%;-$1,965,107;;;;
DM;25.02.2025 17:49;21.02.2025;AMZN;Amazon Com Inc;Zapolsky David;SVP;S - Sale+OE;$218.25;-25,06;49,95;-33%;-$5,469,364;;;;
D;25.02.2025 17:57;21.02.2025;AMZN;Amazon Com Inc;Olsavsky Brian T;SVP, CFO;S - Sale+OE;$223.14;-14,62;50,564;-22%;-$3,262,307;;;;
D;25.02.2025 18:04;21.02.2025;AMZN;Amazon Com Inc;Herrington Douglas J;CEO Worldwide Amazon Stores;S - Sale+OE;$222.47;-6,104;521,057;-1%;-$1,357,967;;;;
D;25.02.2025 18:12;21.02.2025;AMZN;Amazon Com Inc;Jassy Andrew R;Pres, CEO;S - Sale+OE;$220.65;-20,784;2,194,288;-1%;-$4,586,006;;;;
;05.03.2025 16:38;03.03.2025;AMZN;Amazon Com Inc;Herrington Douglas J;CEO Worldwide Amazon Stores;S - Sale;$213.17;-2,5;518,557;0%;-$532,925;;;;
;03.04.2025 17:16;01.04.2025;AMZN;Amazon Com Inc;Herrington Douglas J;CEO Worldwide Amazon Stores;S - Sale;$187.99;-2,5;516,062;0%;-$469,975;;;;
;05.05.2025 18:15;01.05.2025;AMZN;Amazon Com Inc;Herrington Douglas J;CEO Worldwide Amazon Stores;S - Sale;$190.67;-2,5;513,563;0%;-$476,675;;;;
;14.05.2025 17:13;12.05.2025;AMZN;Amazon Com Inc;Alexander Keith Brian;Dir;S - Sale;$210.68;-1;5,465;-15%;-$210,680;;;;
D;19.05.2025 18:33;15.05.2025;AMZN;Amazon Com Inc;Herrington Douglas J;CEO Worldwide Amazon Stores;S - Sale+OE;$205.05;-4,784;520,741;-1%;-$980,971;;;;
D;23.05.2025 17:08;21.05.2025;AMZN;Amazon Com Inc;Reynolds Shelley;VP;S - Sale+OE;$200.79;-2,695;122,436;-2%;-$541,129;;;;
D;23.05.2025 17:35;21.05.2025;AMZN;Amazon Com Inc;Olsavsky Brian T;SVP, CFO;S - Sale+OE;$201.57;-17,75;50,591;-26%;-$3,577,868;;;;
DM;23.05.2025 17:43;21.05.2025;AMZN;Amazon Com Inc;Zapolsky David;SVP;S - Sale+OE;$202.01;-20,67;47,03;-31%;-$4,175,442;;;;
D;23.05.2025 17:52;21.05.2025;AMZN;Amazon Com Inc;Garman Matthew S;CEO Amazon Web Services;S - Sale+OE;$201.30;-20,923;888;-96%;-$4,211,791;;;;
D;23.05.2025 17:59;21.05.2025;AMZN;Amazon Com Inc;Jassy Andrew R;Pres, CEO;S - Sale+OE;$201.30;-19,872;2,224,102;-1%;-$4,000,320;;;;
D;23.05.2025 18:40;21.05.2025;AMZN;Amazon Com Inc;Herrington Douglas J;CEO Worldwide Amazon Stores;S - Sale+OE;$200.77;-6,843;526,141;-1%;-$1,373,851;;;;
D;05.11.2024 18:18;01.11.2024;ANET;Arista Networks, Inc.;Taxay Marc;SVP, GC;S - Sale+OE;$387.33;-624;0;-100%;-$241,694;;;;
D;05.11.2024 18:18;01.11.2024;ANET;Arista Networks, Inc.;McCool John F;Chief Platform Officer;S - Sale+OE;$387.33;-584;72;-89%;-$226,201;;;;
;05.11.2024 18:18;01.11.2024;ANET;Arista Networks, Inc.;Giancarlo Charles H;Dir;S - Sale;$393.18;-2;99,221;-2%;-$786,367;;;;
D;06.11.2024 18:26;04.11.2024;ANET;Arista Networks, Inc.;Ullal Jayshree;Pres, CEO;S - Sale+OE;$397.39;-832;9,586,773;0%;-$330,626;;;;
;08.11.2024 18:40;06.11.2024;ANET;Arista Networks, Inc.;Duda Kenneth;CTO, SVP Software Eng.;S - Sale;$420.36;-40;719,606;-5%;-$16,814,327;;;;
;25.11.2024 19:19;21.11.2024;ANET;Arista Networks, Inc.;McCool John F;Chief Platform Officer;S - Sale;$394.33;-1,585;72;-96%;-$625,009;;;;
;25.11.2024 19:19;21.11.2024;ANET;Arista Networks, Inc.;Ullal Jayshree;Pres, CEO;S - Sale;$400.22;-17,759;9,586,773;0%;-$7,107,556;;;;
;04.12.2024 19:04;02.12.2024;ANET;Arista Networks, Inc.;Taxay Marc;SVP, GC;S - Sale;$412.14;-2,66;0;-100%;-$1,096,293;;;;
;04.12.2024 19:04;02.12.2024;ANET;Arista Networks, Inc.;Giancarlo Charles H;Dir;S - Sale;$412.65;-2;97,433;-2%;-$825,303;;;;
D;10.12.2024 19:09;06.12.2024;ANET;Arista Networks, Inc.;Duda Kenneth;CTO, SVP Software Eng.;S - Sale+OE;$108.29;-160;3,722,908;-4%;-$17,326,175;;;;
;11.12.2024 19:20;09.12.2024;ANET;Arista Networks, Inc.;McCool John F;Chief Platform Officer;S - Sale;$108.70;-288;0;-100%;-$31,306;;;;
;06.01.2025 19:36;02.01.2025;ANET;Arista Networks, Inc.;Giancarlo Charles H;Dir;S - Sale;$111.51;-8;381,732;-2%;-$892,090;;;;
D;08.01.2025 19:30;06.01.2025;ANET;Arista Networks, Inc.;Duda Kenneth;CTO, SVP Software Eng.;S - Sale+OE;$118.47;-160;3,642,908;-4%;-$18,955,756;;;;
;23.01.2025 19:08;21.01.2025;ANET;Arista Networks, Inc.;Wassenaar Yvonne;Dir;S - Sale;$121.02;-168;13,428;-1%;-$20,331;;;;
;05.02.2025 19:08;03.02.2025;ANET;Arista Networks, Inc.;Giancarlo Charles H;Dir;S - Sale;$112.02;-8;373,732;-2%;-$896,158;;;;
D;10.02.2025 21:42;06.02.2025;ANET;Arista Networks, Inc.;Duda Kenneth;CTO, SVP Software Eng.;S - Sale+OE;$115.61;-160;3,562,748;-4%;-$18,497,049;;;;
;18.02.2025 19:49;14.02.2025;ANET;Arista Networks, Inc.;Battles Kelly Bodnar;Dir;S - Sale;$107.13;-1,488;8,128;-15%;-$159,409;;;;
;21.02.2025 19:07;19.02.2025;ANET;Arista Networks, Inc.;McCool John F;Chief Platform Officer;S - Sale;$102.11;-112;0;-100%;-$11,436;;;;
;25.02.2025 19:46;21.02.2025;ANET;Arista Networks, Inc.;Wassenaar Yvonne;Dir;S - Sale;$102.58;-168;14,104;-1%;-$17,233;;;;
;26.02.2025 19:09;24.02.2025;ANET;Arista Networks, Inc.;Ullal Jayshree;Pres, CEO;S - Sale;$93.88;-138,351;37,433,009;0%;-$12,988,491;;;;
;26.02.2025 19:09;24.02.2025;ANET;Arista Networks, Inc.;McCool John F;Chief Platform Officer;S - Sale;$93.14;-17,433;17,433;-50%;-$1,623,655;;;;
;28.02.2025 18:19;26.02.2025;ANET;Arista Networks, Inc.;McCool John F;Chief Platform Officer;S - Sale;$96.57;-17,433;0;-100%;-$1,683,584;;;;
;05.03.2025 19:11;03.03.2025;ANET;Arista Networks, Inc.;Taxay Marc;SVP, GC;S - Sale;$88.59;-51,848;0;-100%;-$4,593,257;;;;
;05.03.2025 19:10;03.03.2025;ANET;Arista Networks, Inc.;Giancarlo Charles H;Dir;S - Sale;$89.03;-8;366,576;-2%;-$712,235;;;;
D;10.03.2025 21:02;06.03.2025;ANET;Arista Networks, Inc.;Duda Kenneth;CTO, SVP Software Eng.;S - Sale+OE;$84.85;-160;3,548,401;-4%;-$13,576,071;;;;
;03.04.2025 19:55;01.04.2025;ANET;Arista Networks, Inc.;Giancarlo Charles H;Dir;S - Sale;$77.55;-8;358,576;-2%;-$620,386;;;;
D;09.04.2025 19:18;07.04.2025;ANET;Arista Networks, Inc.;Duda Kenneth;CTO, SVP Software Eng.;S - Sale+OE;$70.40;-30;2,136,257;0%;-$2,112;;;;
;09.04.2025 19:17;07.04.2025;ANET;Arista Networks, Inc.;Duda Kenneth;CTO, SVP Software Eng.;S - Sale;$66.79;-159,97;1,950,574;-8%;-$10,683,848;;;;
;24.04.2025 19:42;22.04.2025;ANET;Arista Networks, Inc.;Battles Kelly Bodnar;Dir;S - Sale;$68.49;-1,492;7,48;-17%;-$102,180;;;;
;05.05.2025 18:28;01.05.2025;ANET;Arista Networks, Inc.;Giancarlo Charles H;Dir;S - Sale;$88.58;-8;350,576;-2%;-$708,675;;;;
D;08.05.2025 18:35;06.05.2025;ANET;Arista Networks, Inc.;Duda Kenneth;CTO, SVP Software Eng.;S - Sale+OE;$90.07;-160;3,388,401;-5%;-$14,411,584;;;;
;23.05.2025 19:22;21.05.2025;ANET;Arista Networks, Inc.;Wassenaar Yvonne;Dir;S - Sale;$94.20;-168;12,476;-1%;-$15,826;;;;
M;14.11.2024 21:43;12.11.2024;APP;Applovin Corp;Jansen Katie Kihorany;CMO;S - Sale;$286.13;-119,752;963,598;-11%;-$34,264,845;;;;
;22.11.2024 19:44;22.11.2024;APP;Applovin Corp;Stumpf Matthew;CFO (CFO);S - Sale;$332.67;-21,101;213,336;-9%;-$7,019,627;;;;
D;22.11.2024 19:56;21.11.2024;APP;Applovin Corp;Billings Craig Scott;Dir;S - Sale+OE;$318.94;-18;10,387;-63%;-$5,740,954;;;;
;22.11.2024 19:56;21.11.2024;APP;Applovin Corp;Shikin Vasily;CTO;S - Sale;$319.37;-593,588;4,662,141;-11%;-$189,573,540;;;;
D;25.11.2024 16:30;21.11.2024;APP;Applovin Corp;Kkr Denali Holdings L.P.;10%;S - Sale+OE;$309.97;-5,274,246;0;-100%;-$1,634,860,909;;;;
D;25.11.2024 16:30;21.11.2024;APP;Applovin Corp;Kkr Group Partnership L.P.;10%;S - Sale+OE;$309.97;-5,274,246;0;-100%;-$1,634,860,909;;;;
;26.11.2024 17:08;22.11.2024;APP;Applovin Corp;Shikin Vasily;CTO;S - Sale;$311.68;-165,986;4,496,155;-4%;-$51,735,181;;;;
;26.11.2024 17:14;25.11.2024;APP;Applovin Corp;Shikin Vasily;CTO;S - Sale;$324.99;-230;4,266,155;-5%;-$74,746,660;;;;
;29.11.2024 13:22;26.11.2024;APP;Applovin Corp;Vivas Eduardo;Dir;S - Sale;$330.67;-30,33;7,528,852;0%;-$10,029,070;;;;
;02.12.2024 17:11;27.11.2024;APP;Applovin Corp;Harvey Dawson Alyssa;Dir;S - Sale;$325.76;-3;7,359;-29%;-$977,282;;;;
;03.12.2024 17:49;29.11.2024;APP;Applovin Corp;Georgiadis Mary Margaret Hastings;Dir;S - Sale;$339.69;-30,5;189,965;-14%;-$10,360,433;;;;
;05.12.2024 18:17;03.12.2024;APP;Applovin Corp;Valenzuela Victoria;CLO, Corp. Secretary;S - Sale;$354.15;-17,925;405,676;-4%;-$6,348,053;;;;
;10.12.2024 19:02;06.12.2024;APP;Applovin Corp;Harvey Dawson Alyssa;Dir;S - Sale;$406.27;-500;6,684;-7%;-$203,134;;;;
D;10.12.2024 19:02;09.12.2024;APP;Applovin Corp;Chen Herald Y;Pres, CFO;S - Sale+OE;$345.52;-171,951;939,258;-15%;-$59,411,676;;;;
;10.12.2024 19:03;09.12.2024;APP;Applovin Corp;Chen Herald Y;Pres, CFO;S - Sale;$366.16;-400;207,649;0%;-$146,464;;;;
M;11.12.2024 19:19;09.12.2024;APP;Applovin Corp;Foroughi Arash Adam;CEO, Chairperson, 10%;S - Sale;$343.38;-54,802;3,103,833;-2%;-$18,817,925;;;;
;11.12.2024 19:21;10.12.2024;APP;Applovin Corp;Foroughi Arash Adam;CEO, Chairperson, 10%;S - Sale;$332.52;-43,522;3,060,311;-1%;-$14,471,737;;;;
M;11.12.2024 19:22;10.12.2024;APP;Applovin Corp;Foroughi Arash Adam;CEO, Chairperson, 10%;S - Sale;$332.74;-51,676;8,366,635;-1%;-$17,194,696;;;;
D;12.12.2024 19:23;10.12.2024;APP;Applovin Corp;Chen Herald Y;Dir;S - Sale+OE;$329.36;-194,08;627,129;-24%;-$63,922,049;;;;
M;12.12.2024 19:25;10.12.2024;APP;Applovin Corp;Chen Herald Y;Dir;S - Sale;$336.42;-124,569;910,209;-12%;-$41,907,123;;;;
;12.12.2024 19:27;12.12.2024;APP;Applovin Corp;Chen Herald Y;Dir;S - Sale;$329.51;-99;621,209;-14%;-$32,620,953;;;;
;23.12.2024 16:58;19.12.2024;APP;Applovin Corp;Valenzuela Victoria;CLO, Corp. Secretary;S - Sale;$313.07;-15,971;372,205;-4%;-$5,000,041;;;;
M;24.02.2025 20:53;21.02.2025;APP;Applovin Corp;Foroughi Arash Adam;CEO, Chairperson, 10%;S - Sale;$421.88;-45,6;2,913,892;-2%;-$19,237,779;;;;
;24.02.2025 20:55;24.02.2025;APP;Applovin Corp;Foroughi Arash Adam;CEO, Chairperson, 10%;S - Sale;$410.89;-44,4;8,227,492;-1%;-$18,243,452;;;;
D;04.03.2025 17:20;28.02.2025;APP;Applovin Corp;Chen Herald Y;Dir;S - Sale+OE;$324.65;-200;811,209;-20%;-$64,930,457;;;;
;12.03.2025 18:46;10.03.2025;APP;Applovin Corp;Shikin Vasily;CTO;S - Sale;$240.95;-43,373;3,555,407;-1%;-$10,450,547;;;;
;12.03.2025 18:47;10.03.2025;APP;Applovin Corp;Shikin Vasily;CTO;S - Sale;$243.07;-21,627;88,389;-20%;-$5,256,890;;;;
;12.03.2025 18:50;10.03.2025;APP;Applovin Corp;Shikin Vasily;CTO;S - Sale;$241.65;-17,5;513,839;-3%;-$4,228,934;;;;
D;14.05.2025 17:54;12.05.2025;APP;Applovin Corp;Billings Craig Scott;Dir;S - Sale+OE;$353.12;-12;2,987;-80%;-$4,237,397;;;;
;15.05.2025 17:51;13.05.2025;APP;Applovin Corp;Harvey Dawson Alyssa;Dir;S - Sale;$371.12;-570;6,231;-8%;-$211,540;;;;
D;15.05.2025 17:51;13.05.2025;APP;Applovin Corp;Chen Herald Y;Dir;S - Sale+OE;$371.80;-228,58;392,629;-37%;-$84,985,972;;;;
M;15.05.2025 17:55;13.05.2025;APP;Applovin Corp;Chen Herald Y;Dir;S - Sale;$374.36;-571,42;411,209;-58%;-$213,914,133;;;;
M;21.05.2025 17:23;19.05.2025;APP;Applovin Corp;Valenzuela Victoria;CLO, Corp. Secretary;S - Sale;$369.79;-13,184;344,256;-4%;-$4,875,336;;;;
D;22.05.2025 18:02;20.05.2025;APP;Applovin Corp;Foroughi Arash Adam;CEO, Chairperson, 10%;S - Sale+OE;$363.64;-56,3;2,864,063;-2%;-$20,473,041;;;;
